name,fish_group,visual_effect,user_id,rating,item_id
Brown Puffer Fish - Tetraodon miurus,Pufferfish,interesting body shape,97,6,383
"Guppy male ""cobra blue"" - Poecilia reticulata",Tooth carp,especially colorful,97,5,498
Butterfly cichlid DNZ XL - Microgeophagus ramirezi,Cichlids,especially colorful,97,3,353
"Sailfin ""black"" - Poecilia velifera",Tooth carp,forms territories (when spawning),97,3,509
"Swordtail ""Neon"" - Xiphophorus Helleri",Tooth carp,especially colorful,97,4,461
Python Spiny Eel - Mastacembelus armatus,Spiny eels,especially colorful,97,5,240
Axolotl - Ambystoma mexicanum - DNZ,Other fish,especially colorful,97,4,534
Purplehead Barb - Pethia nigrofasciata DNZ,Barbs,especially colorful,97,3,114
Spotted Blue-Eyed - Pseudomugil gertrudae,Spikefish,especially colorful,97,5,55
2x Scalar Gold - Pterophyllum scalare - DNZ,Cichlids,forms territories (when spawning),97,3,306
2x Blue Gourami - Trichopodus lalius - pair,Labyrinth fish,especially colorful,97,6,389
Celebe's Sunray Fish - Marosatherina ladigesi,Spikefish,especially colorful,97,3,59
Bitterling barb - Puntius (Barbus) titteya - DNZ / strong colouring,Barbs,especially colorful,97,5,16
Gourami gold lg - Trichogaster trichopterus,Labyrinth fish,especially colorful,97,3,392
Red Phantom Tetra - Megalamphodus sweglesi,Tetra,especially colorful,97,3,43
2x Nicaragua cichlid - Cichlasoma nicaraguense - DNZ pair,Cichlids,especially colorful,97,5,317
Miniature Shark - Hexanematichthys (Arius) seemani,Catfish,especially colorful,97,4,193
"Female Guppy ""Blue"" - Poecilia reticulata",Tooth carp,especially colorful,97,3,519
White-fronted Knifefish - Apteronotus albifrons,Other fish,forms precincts,97,6,528
L240 - Sailfin snouttooth catfish - Leporacanthicus sp. - 6cm,Catfish,especially colorful,97,4,209
Emperor clown loach - Botia udomrithruji,Loaches,swarm behaviour,97,5,196
Yellow-banded Catfish - Synodontis flavitaeniatus,Catfish,especially colorful,97,5,200
L129 Colombian Zebra Catfish - Hypancistrus debilittera,Catfish,especially colorful,97,5,165
L14 - Sun Catfish - Scobinancistrus cf. aureatus - 8cm,Catfish,forms precincts,97,8,205
Scalar koi red DNZ - Pterophyllum scalare,Cichlids,interesting body shape,97,4,341
Witch catfish 10-12 cm - Rineloricaria fallax,Catfish,forms precincts,97,6,188
Female german yellow guppy - Poecilia reticulata,Tooth carp,especially colorful,97,6,514
Lantern Bearer - Hemigrammus ocellifer,Tetra,swarm behaviour,97,7,81
Flamingo tetra - hemigrammus caudovittatus,Tetra,especially colorful,97,6,58
3x brass mouthbrooder - Pseudocrenilabrus dispersus philander - TRIO (2W/1M) - DNZ 4 cm,Cichlids,forms territories (when spawning),97,1,322
Odessa barb - Puntius padamya,Barbs,especially colorful,97,6,119
Spotted Armored Catfish - Corydoras punctatus,Catfish,swarm behaviour,97,6,250
Purple Fin Loach - Pseudogastromyzon laticeps,Loaches,interesting body shape,97,6,223
"Black Emperor Tetra - Nematobrycon palmeri ""black""",Tetra,especially colorful,97,3,27
"Neon tetra ""diamant"" EU-NZ - Paracheirodon innesi",Tetra,swarm behaviour,97,5,5
Black Scalar XL - Pterophyllum scalare,Cichlids,interesting body shape,97,4,347
"Guppy male ""blue moscow"" - Poecilia reticulata",Tooth carp,especially colorful,97,3,478
"2x scalar ""Blue Pearl"" - Pterophyllum scalare - DNZ",Cichlids,forms territories (when spawning),97,3,293
Guinea fowl rasbora - Celestichthys (Danio) margaritatus (minifish),Beardies,especially colorful,97,6,18
Rusty mouthbrooder DNZ - Iodotropheus sprengerae,Cichlids,especially colorful,97,4,359
Mosaic Gourami - Trichogaster leeri,Labyrinth fish,forms territories (when spawning),97,3,401
Longitudinal striped ornamental tetra - Nannostomus beckfordi,Tetra,especially colorful,97,4,87
Streamlined Armored Catfish - Corydoras arcuatus,Catfish,swarm behaviour,97,6,189
Red-blue Colombian - Hyphessobrycon columbianus,Tetra,swarm behaviour,97,5,115
Western Rainbowfish - Melanotaenia splendida australis - DNZ,Spikefish,especially colorful,97,3,94
"Male guppy ""Koi kohaku"" - Poecilia reticulata",Tooth carp,especially colorful,97,5,495
Kissing Gourami Gold - Helostoma temminckii,Labyrinth fish,especially colorful,97,6,415
Three-banded Tetra - Nannostomus trifasciatus,Tetra,especially colorful,97,5,110
L387 - dwarf shield catfish - Ancistomus sp. DNZ 4-6 cm,Catfish,especially colorful,97,4,182
"Molly ""Black Lyra"" - Poecilia sphenops",Tooth carp,especially colorful,97,6,520
Saddleback Mailed Catfish - Scleromystax barbatus - DNZ,Catfish,swarm behaviour,97,6,145
L340 - Mega Clown - Hypancistrus spec - 5-6cm,Catfish,especially colorful,97,6,211
Red Fin Sucker - Pseudogastromyzon myersi red fin,Loaches,interesting body shape,97,4,222
Red Pepper Tetra - Axelrodia riesei,Tetra,especially colorful,97,6,6
Crossband garfish - Epiplatys dageti dageti - DNZ,Spikefish,especially colorful,97,3,372
2x chestnut cichlid - Aequidens maronii,Cichlids,forms territories (when spawning),97,2,354
"3x zebra cichlid ""red"" - Pseudotropheus estherae - TRIO (2W/1M)",Cichlids,forms precincts,97,7,255
2x Yellow Viktoria Mouthbrooder - Haplochromis rock kribensis - DNZ 5cm,Cichlids,forms territories (when spawning),97,4,323
Slanting - Nannostomus unifasciata,Tetra,interesting behaviour,97,5,109
White fin tetra - Hyphessobrycon bentosi - DNZ,Tetra,swarm behaviour,97,5,83
L204 Striped loricariid - Panaqolus albivermis - 10 cm,Catfish,forms precincts,97,9,170
Coral Platy - Xiphophorus maculatus,Tooth carp,especially colorful,97,4,518
"Endler's guppy male ""green tiger"" - Poecilia wingei",Tooth carp,especially colorful,97,6,480
Blackfin Mailed Catfish - Corydoras leucomelas,Catfish,swarm behaviour,97,5,187
White spotted cichlid DNZ - Tropheus duboisi maswa,Cichlids,forms territories (when spawning),97,2,331
2 x red line dwarf cichlid - Apistogramma hongsloi - DNZ pair,Cichlids,forms precincts,97,8,301
Salmon Rainbowfish - Glossolepis incisus,Spikefish,especially colorful,97,6,39
"Blue Platy ""tuxedo"" - Xiphophorus maculatus",Tooth carp,especially colorful,97,3,470
"Swordtail ""Lyra"" - Xiphophorus Helleri",Tooth carp,especially colorful,97,4,486
Red Line Algae Eater - Sahyadria (Puntius) denisonii,Barbs,especially colorful,97,3,86
Redfin Loach - Yasuhikotakia (Botia) modesta,Loaches,swarm behaviour,97,8,171
Gold sucking loach - Gyrinocheilus aymonieri,Loaches,forms precincts,97,9,133
"Veiltail leopard danio - Danio frankei ""long fin""",Beardies,swarm behaviour,97,7,47
King Tetra - Inpaichthys kerri EU-NZ,Tetra,especially colorful,97,5,318
Betta male Halfmoon xl - Betta splendens,Labyrinth fish,forms precincts,97,6,414
2x threadfish blue - Trichogaster trichopterus - pair,Labyrinth fish,especially colorful,97,5,388
Pastel Goby - Tateurdina ocellicauda,Gobies,especially colorful,97,6,249
"Swordtail ""Marygold"" - Xiphophorus Helleri",Tooth carp,especially colorful,97,6,484
"2x cockatoo dwarf cichlid ""orange"" - Apistogramma cacatuoides - DNZ pair",Cichlids,forms territories (when spawning),97,4,350
Guppy koi blond tuxedo - Poecilia reticulata,Tooth carp,especially colorful,97,6,472
Red Devils - Hyphessobrycon piranga - DNZ,Tetra,swarm behaviour,97,6,92
Molly Copper - Poecilia sphenops,Tooth carp,especially colorful,97,6,504
Malabar rasbora - Danio malabaricus,Beardies,swarm behaviour,97,6,80
"Fighting fish male ""Blue"" xl",Labyrinth fish,especially colorful,97,5,402
"2 x blue spotted perch ""Neon Blue"" - Aequidens pulcher - DNZ - 5cm - pair",Cichlids,especially colorful,97,3,284
Gold Tetra - Hemigrammus rodwayi,Tetra,swarm behaviour,97,5,118
"Zebrafish ""Veil"" - Brachydanio rerio",Beardies,swarm behaviour,97,6,45
Scalar Koi Med - Pterophyllum scalare,Cichlids,forms territories (when spawning),97,1,329
Guppy male dragon tuxedo - Poecilia reticulata,Tooth carp,especially colorful,97,3,521
2x five-striped cichlid - Neolamprologus tretocephalus - DNZ - pair,Cichlids,especially colorful,97,6,277
Endler Guppy male natural form - Poecilia wingei,Tooth carp,especially colorful,97,4,489
Redtail Crested Puffer - Carinotetraodon irrubesco,Pufferfish,interesting body shape,97,5,382
Half-beaked pike - Dermogenys pusillus,Spikefish,interesting body shape,97,6,105
Scalar gold XL - Pterophyllum scalare,Cichlids,especially colorful,97,6,307
Emperor Cichlid Red Flush - Aulonocara hansbeanschi Red flush,Cichlids,forms territories (when spawning),97,1,357
Star spot tetra - Pristella maxillaris,Tetra,swarm behaviour,97,7,42
"2x Marble Gourami ""gold/orange"" - Trichogaster trichopterus - pair - DNZ",Labyrinth fish,forms territories (when spawning),97,4,391
Redfin Glass Tetra - Prionobrama filigera,Tetra,swarm behaviour,97,5,21
"2 x butterfly cichlid ""blue punk"" - Microgeophagus ramirezi - pair",Cichlids,especially colorful,97,6,362
Two spot predatory tetra - Exodon paradoxus,Tetra,interesting behaviour,97,3,104
"Guppy male ""dumbo ear"" - Poecilia reticulata",Tooth carp,especially colorful,97,5,464
Guppy male german yellow - Poecilia reticulata,Tooth carp,especially colorful,97,6,503
Torpedo callous catfish - Dianema longibarbis 8-10 cm,Catfish,swarm behaviour,97,5,186
Betta male Superdelta koi - Betta splendens,Labyrinth fish,interesting body shape,97,4,421
2x Scalar Marble - Pterophyllum scalare - DNZ,Cichlids,forms territories (when spawning),97,1,263
Thick Skin Mouthbrooder - Haplochromis CH 44,Cichlids,forms precincts,97,9,285
Germany Platy - Xiphophorus maculatus,Tooth carp,especially colorful,97,3,447
White-cheeked Goby - Rhinogobius duospilus,Gobies,especially colorful,97,3,218
Kangal Nibbler Fish - Garra rufa,Barbs,swarm behaviour,97,7,65
2x snail cichlid gold - Lamprologus ocellatus - DNZ pair,Cichlids,forms territories (when spawning),97,1,280
L102 - Snowball Loricariidae - Hypancistrus cf. inspector - DNZ,Catfish,especially colorful,97,5,131
Swordtail Koi Kohaku - Xiphophorus Helleri,Tooth carp,especially colorful,97,4,451
Oblique swimmers - Thayeria boehlkei,Tetra,swarm behaviour,97,6,36
"Guppy male ""Cobra Green"" - Poecilia reticulata",Tooth carp,especially colorful,97,4,459
Scarlet Dwarf Bluefish - Dario dario,Other fish,especially colorful,97,4,365
2x black and white slim cichlid - Julidochromis transcriptus DNZ ​​pair,Cichlids,forms territories (when spawning),97,4,311
Flagtail Glassfish - Rasbora trilineata,Beardies,interesting behaviour,98,7,70
Swordtail Koi Kohaku lyra - Xiphophorus Helleri,Tooth carp,interesting body shape,98,8,466
Spotted catfish - Synodontis multipunctatus,Catfish,especially colorful,98,6,243
Red Neon - Paracheirodon axelrodi - DNZ,Tetra,especially colorful,98,6,128
Schomburgk's disc tetra - Metynnis schomburgi,Tetra,swarm behaviour,98,8,79
"Guppy male ""red blond"" - Poecilia reticulata",Tooth carp,especially colorful,98,8,458
2x black and white slim cichlid - Julidochromis transcriptus DNZ ​​pair,Cichlids,forms territories (when spawning),98,5,311
Betta male crested xl,Labyrinth fish,especially colorful,98,7,429
Butterfly Pleco - L168 - Zonancistrus brachyurus - DNZ,Catfish,especially colorful,98,7,160
2x Rachow's killifish - Nothobranchius rachovii - pair,Carps,especially colorful,98,8,371
Red Pepper Tetra - Axelrodia riesei,Tetra,especially colorful,98,7,6
"2x scalar ""Blue Pearl"" - Pterophyllum scalare - DNZ",Cichlids,forms territories (when spawning),98,4,293
Chindongo saulosi CORAL RED - 7-9cm,Cichlids,forms precincts,98,5,270
2x Burton's mouthbrooder - Astatotilapia burtoni - DNZ pair,Cichlids,forms territories (when spawning),98,3,314
Scalar blue pearl XL - Pterophyllum scalare,Cichlids,interesting body shape,98,9,344
Corydoras aeneus - DNZ,Catfish,swarm behaviour,98,7,139
Callous Catfish - Megalechis thoracata (Hoplosternum thoracatum) 5cm,Catfish,forms territories (when spawning),98,4,242
"Cardinalfish ""Veil"" - Tanichthys albonubes ""Long fin""",Beardies,swarm behaviour,98,8,34
Red Chameleon Tetra - Hemigrammus coeruleus,Tetra,especially colorful,98,9,111
Superb Rainbow Fish - Melanotaenia praecox - DNZ,Spikefish,especially colorful,98,9,60
"2 x butterfly cichlid ""blue punk"" - Microgeophagus ramirezi - pair",Cichlids,especially colorful,98,9,362
Sharkfish - Balantiocheilus melanopterus,Barbs,swarm behaviour,98,8,75
Molly Copper - Poecilia sphenops,Tooth carp,especially colorful,98,6,504
Redfin Corydoras DNZ ​​- Corydoras sterbai,Catfish,swarm behaviour,98,6,232
Black Neon XL - Hyphessobrycon herbertaxelrodi,Tetra,swarm behaviour,98,6,30
"Black Emperor Tetra - Nematobrycon palmeri ""black""",Tetra,especially colorful,98,8,27
King Tetra Super Blue DNZ - Inpaichthys kerri super blue,Tetra,especially colorful,98,6,73
Copper Tetra - Hasemania nana,Tetra,especially colorful,98,9,37
Elephantnose Fish - Gnathonemus petersii,Bone Tongues,swarm behaviour,98,5,377
Brown Puffer Fish - Tetraodon miurus,Pufferfish,interesting body shape,98,7,383
Fighting fish male white poster lg - Betta splendens,Labyrinth fish,interesting body shape,98,8,424
"Swordtail ""Green"" - Xiphophorus Helleri",Tooth carp,especially colorful,98,7,479
Red Phantom Tetra - Megalamphodus sweglesi,Tetra,especially colorful,98,6,43
Scalar koi brilliant DNZ - Pterophyllum scalare,Cichlids,interesting body shape,98,7,345
Web Loach - Botia lohachata,Loaches,swarm behaviour,98,7,136
2x threadfish blue - Trichogaster trichopterus - pair,Labyrinth fish,especially colorful,98,8,388
Red Thick-lipped Gourami - Colisa labiosa,Labyrinth fish,forms territories (when spawning),98,4,411
Eyespot Puffer - Dichotomyctere ocellatus (Tetraodon biocellatus),Pufferfish,especially colorful,98,6,385
Three-striped dwarf cichlid - Apistogramma trifasciata,Cichlids,forms territories (when spawning),98,5,356
Corydoras atropersonatus,Catfish,swarm behaviour,98,7,212
2x five-striped cichlid - Neolamprologus tretocephalus - DNZ - pair,Cichlids,especially colorful,98,6,277
Lantern Bearer - Hemigrammus ocellifer,Tetra,swarm behaviour,98,5,81
Espes harlequin rasbora - Trigonostigma (Rasbora) espei,Beardies,swarm behaviour,98,8,17
"Endler Guppy ""Japan blue"" - Poecilia wingei - M",Tooth carp,especially colorful,98,6,511
Betta male black poster lg-xl - Betta splendens,Labyrinth fish,interesting body shape,98,10,425
Eyespot Spiny Eel - Macrognathus aculeatus Red fin,Spiny eels,especially colorful,98,8,216
L200 Yellow Phantom Catfish - Hemiancistrus subviridis - 5-8 cm,Catfish,forms precincts,98,5,155
Celebe's Sunray Fish - Marosatherina ladigesi,Spikefish,especially colorful,98,6,59
L340 - Mega Clown - Hypancistrus spec - 5-6cm,Catfish,especially colorful,98,7,211
Endler Guppy female natural form - Poecilia wingei,Tooth carp,especially colorful,98,7,482
Mekong Box Puffer - Tetraodon suvattii,Pufferfish,forms precincts,98,4,379
"Cardinalfish golden-orange - Tanichthys albonubes ""orange""",Beardies,especially colorful,98,7,63
Shredded Puffer - Tetraodon baileyi,Pufferfish,interesting body shape,98,7,380
Gabonese cichlid DNZ - Hemichromis spec. Gabon,Cichlids,forms precincts,98,2,274
Sumatran barb - Barbus tetrazona - DNZ,Barbs,swarm behaviour,98,5,28
2 x Purple Perch - Pelvicachromis pulcher - DNZ pair,Cichlids,especially colorful,98,7,260
Veil Bitterling Barb DNZ - Barbus titteya,Barbs,especially colorful,98,9,78
Torpedo callous catfish - Dianema longibarbis 8-10 cm,Catfish,swarm behaviour,98,8,186
"Female ""red blond"" guppy - Poecilia reticulata",Tooth carp,especially colorful,98,8,449
Blackback Mailed Catfish - Corydoras metae,Catfish,swarm behaviour,98,8,215
3x Demasons mouthbrooders - Chindongo demasoni - 1 trio (2W/1m),Cichlids,especially colorful,98,6,351
Longitudinal striped ornamental tetra - Nannostomus beckfordi,Tetra,especially colorful,98,6,87
Brilliant Tetra - Moenkhausia pitteri,Tetra,swarm behaviour,98,6,77
Cross-striped dwarf rasbora - Celestichtys (Danio) erythromicron,Beardies,especially colorful,98,6,40
Guppy male german yellow - Poecilia reticulata,Tooth carp,especially colorful,98,7,503
Betta male Superdelta koi - Betta splendens,Labyrinth fish,interesting body shape,98,8,421
2x Gardner's killifish - Fundulopanchax gardneri - pair,Tooth carp,especially colorful,98,9,369
Humpback cichlid DNZ - Steatocranus casuarius,Cichlids,forms territories (when spawning),98,5,330
Harlequin Bass - Uara amphiacenthoides,Cichlids,interesting behaviour,98,4,340
Amapa Glowlight Tetra - Hyphessobrycon amapaensis,Tetra,swarm behaviour,98,7,124
Orange Blue Rainbowfish - Melanotaenia boesemani - DNZ,Spikefish,especially colorful,98,9,90
"2x dwarf cichlid - Apistogramma agassizii ""Fire Red"" - DNZ pair",Cichlids,forms territories (when spawning),98,3,300
Guppy Mix Female - Poecilia reticulata,Tooth carp,especially colorful,98,6,523
White-fronted Knifefish - Apteronotus albifrons,Other fish,forms precincts,98,5,528
Fork-tailed Blue-Eyed - Pseudomugil furcatus,Spikefish,swarm behaviour,98,7,8
Redfin Glass Tetra - Prionobrama filigera,Tetra,swarm behaviour,98,8,21
"""Wagtail Red"" Swordtail - Xiphophorus Helleri",Tooth carp,especially colorful,98,9,453
Scarlet Dwarf Bluefish - Dario dario,Other fish,especially colorful,98,7,365
Discus heckel DNZ - Symphysodon discus,Cichlids,especially colorful,98,8,305
Swordtail Koi Kohaku - Xiphophorus Helleri,Tooth carp,especially colorful,98,7,451
Guppy male dragon tuxedo - Poecilia reticulata,Tooth carp,especially colorful,98,9,521
Cobalt zebra cichlid bright blue - Pseudotropheus callainos,Cichlids,forms precincts,98,3,333
Purple Fin Loach - Pseudogastromyzon laticeps,Loaches,interesting body shape,98,8,223
Endler Guppy male natural form - Poecilia wingei,Tooth carp,especially colorful,98,8,489
L 190 Catfish - Panaque cf. nigrolineatus,Catfish,interesting body shape,98,10,220
Diamond-spotted tetra - Hemigrammus caudovittatus,Tetra,especially colorful,98,9,53
White-cheeked Goby - Rhinogobius duospilus,Gobies,especially colorful,98,6,218
Red witch catfish - Rineloricaria sp. - 4cm - DNZ,Catfish,especially colorful,98,9,174
Reddish Lipstick Goby - Sicyopus rubicundus,Gobies,interesting behaviour,98,7,167
Fighting fish male koi galaxy poster - Betta splendens,Labyrinth fish,especially colorful,98,6,416
"Female fighting fish ""Koi"" - Betta splendens",Labyrinth fish,especially colorful,98,9,408
2 x Butterfly Cichlid - Microgeophagus ramirezi - DNZ pair,Cichlids,especially colorful,98,8,261
Web Brush Algae Eater - Crossocheilus reticulatus - DNZ,Barbs,swarm behaviour,98,6,14
Corydoras julii (trilineatus),Catfish,swarm behaviour,98,6,137
Female fighting fish super delta lg - Betta splendens,Labyrinth fish,especially colorful,98,7,423
Sajica cichlid - Cryptoheros sajica,Cichlids,forms territories (when spawning),98,5,342
2x slim cichlids Dickfeldi - Julidochromis dickfeldi - 5cm,Cichlids,forms territories (when spawning),98,6,303
Bitterling barb - Puntius (Barbus) titteya - DNZ / strong colouring,Barbs,especially colorful,98,7,16
Dwarf loach armored catfish - Aspidoras pauciradiatus,Catfish,interesting behaviour,98,4,225
Four-striped Slim Cichlid - Julidochromis regani DNZ,Cichlids,forms territories (when spawning),98,5,299
"Platy ""bleeding heart"" - Xiphophorus maculatus",Tooth carp,especially colorful,98,8,457
Glowlight Tetra DNZ - Hemigrammus erythrozonus,Tetra,swarm behaviour,98,7,26
Saulosi mouthbrooder coral red DNZ - Chindongo saulosi,Cichlids,interesting behaviour,98,7,338
Red striped fire eel - Mastacembelus erythrotaenia,Spiny eels,especially colorful,98,9,185
Kissing Gourami Gold - Helostoma temminckii,Labyrinth fish,especially colorful,98,9,415
Mosaic Gourami - Trichogaster leeri,Labyrinth fish,forms territories (when spawning),98,6,401
Endler guppy male el tigre - Poecilia wingei,Tooth carp,especially colorful,98,6,474
2 x macropod blue - Macropodus opercularis - pair,Labyrinth fish,especially colorful,98,6,428
2 x Tanganyika golden cichlids - Neolamprologus leleupi - DNZ pairs,Cichlids,forms precincts,98,3,310
"2x scalar ""mix"" - Pterophyllum scalare - DNZ",Cichlids,forms territories (when spawning),98,3,297
"Betta male crescent xl ""Dumbo Ear"" - Betta splendens",Labyrinth fish,especially colorful,98,7,405
Yellow-banded Catfish - Synodontis flavitaeniatus,Catfish,especially colorful,98,7,200
"3x zebra cichlid ""red"" - Pseudotropheus estherae - TRIO (2W/1M)",Cichlids,forms precincts,98,2,255
Scalar Koi Med - Pterophyllum scalare,Cichlids,forms territories (when spawning),98,3,329
Roach moenkhausia - Moenkhausia sanctaefilomenae,Tetra,swarm behaviour,98,8,76
Molly color mix male - Poecilia sphenops,Tooth carp,especially colorful,98,6,477
Orange neon goby - Stiphodon ornatus 3-4cm,Gobies,especially colorful,98,8,202
"Painted callous catfish ""albino"" - Hoplosternum thoracatum",Catfish,forms territories (when spawning),98,6,147
Synodontis polly white - 4-6cm,Catfish,especially colorful,98,6,278
"Male guppy ""Koi kohaku"" - Poecilia reticulata",Tooth carp,especially colorful,98,8,495
2x giraffe perch - Nimbochromis venustus - DNZ 4cm - pair,Cichlids,forms precincts,98,5,267
Silverlined Armored Catfish - Corydoras agassizii - DNZ,Catfish,swarm behaviour,98,8,148
Checkerboard Loach - Yasuhikotakia sidthmunki,Loaches,swarm behaviour,98,8,141
Rio Red - Hyphessobrycon flammeus - DNZ,Tetra,especially colorful,98,7,32
Rainbow cichlid DNZ - Herotilapia multispinosa,Cichlids,forms territories (when spawning),98,6,346
2x Cape Lopez killifish EU-NZ - Aphyosemion australe - pair,Tooth carp,especially colorful,98,7,368
Yellow Congo Tetra - Alestopetersius caudalis,Tetra,interesting body shape,98,9,72
Germany Platy 'glowing light' - Xiphophorus maculatus,Tooth carp,especially colorful,98,9,440
Steindachner's dwarf cichlid - Apistogramma steindachneri,Cichlids,forms territories (when spawning),98,4,336
Scalar seal point - Pterophyllum scalare,Cichlids,interesting body shape,98,7,264
"Golden Emperor Tetra EU-NZ - Nematobrycon palmeri ""gold""",Tetra,especially colorful,98,8,64
Pastel Goby - Tateurdina ocellicauda,Gobies,especially colorful,98,7,249
Butterfly Rainbow Fish - Pseudomugil signifer,Spikefish,especially colorful,98,6,51
Redfin Tetra - Aphyocharax anisitsi,Tetra,swarm behaviour,98,8,121
Male Flame Guppy - Poecilia reticulata,Tooth carp,especially colorful,98,9,438
Red-tailed Feather Tetra - Hemiodus gracilis,Tetra,swarm behaviour,98,8,7
"2x scalar ""Leopard"" - Pterophyllum scalare - DNZ",Cichlids,forms territories (when spawning),98,3,355
"Guppy male ""cobra blue"" - Poecilia reticulata",Tooth carp,especially colorful,98,7,498
Kangal Nibbler Fish - Garra rufa,Barbs,swarm behaviour,98,7,65
Green Fringe Lipstick - Epalzeorhynchos frenatum,Other fish,especially colorful,98,6,525
L181 Spotted Catfish - Ancistrus sp. - DNZ 4cm,Catfish,forms territories (when spawning),98,3,198
2 x red line dwarf cichlid - Apistogramma hongsloi - DNZ pair,Cichlids,forms precincts,98,2,301
Orange Seam Cichlid - Andinocara rivulatus,Cichlids,interesting behaviour,98,5,262
"Neon tetra ""diamant"" EU-NZ - Paracheirodon innesi",Tetra,swarm behaviour,98,6,5
L184 / L107 Brilliant catfish - Ancistrus sp. - DNZ 5-6cm,Catfish,especially colorful,98,7,176
"Molly ""gold dust"" - Poecilia sphenops",Tooth carp,especially colorful,98,8,437
"Platy ""korall berliner"" - Xiphophorus maculatus",Tooth carp,especially colorful,98,6,515
Golden Striped Garfish - Aplocheilus lineatus - EU-NZ,Tooth carp,especially colorful,98,8,367
L270 - Chocolate Zebra Catfish - Hypancistrus sp. 5cm,Catfish,especially colorful,98,6,244
Female Betta - Betta splendens,Labyrinth fish,especially colorful,98,8,394
L18 - Golden Nugget - Baryancistrus xanthellus - 6-8cm,Catfish,especially colorful,98,8,190
"Male betta ""Koi Poster"" - Betta splendens",Labyrinth fish,especially colorful,98,8,410
Kaisertetra EU-NZ - Nematobrycon palmeri,Tetra,especially colorful,98,8,24
Odessa barb - Puntius padamya,Barbs,especially colorful,98,8,119
2x Striped Snail Cichlid - Neolamprologus multifasciatus - DNZ pair,Cichlids,forms territories (when spawning),98,6,272
Leopard danio - Danio rerio (Brachydanio frankei),Beardies,swarm behaviour,98,5,44
Longfin sturgeon catfish DNZ - Sturisoma festivum,Catfish,interesting body shape,98,10,221
Dwarf armored catfish - Corydoras pygmeus,Catfish,swarm behaviour,98,7,144
Ornamental Tetra - Hyphessobrycon bentosi,Tetra,swarm behaviour,98,6,35
Betta male star koi poster - Betta splendens,Labyrinth fish,interesting body shape,98,7,409
Discus color mix DNZ - Symphysodon aequifasciatus,Cichlids,especially colorful,98,8,287
Senegal bichir - Polypterus senegalus,Other fish,forms precincts,98,3,536
True Altum Scalar - Pterophyllum altum,Cichlids,forms territories (when spawning),98,3,320
"Ballonmolly ""mix"" - Poecilia latipinna",Tooth carp,especially colorful,98,9,463
Male blue glass guppy - Poecilia reticulata,Tooth carp,especially colorful,98,7,506
"3x zebra cichlid ""blue-red"" - Pseudotropheus estherae - TRIO (2W/1M)",Cichlids,forms precincts,98,4,286
Betta Hybrid Alien Male - Betta splendens,Labyrinth fish,especially colorful,98,7,419
Blue Neon - Paracheirodon simulans,Tetra,especially colorful,98,7,2
Brazil. Cherry spotted tetra - Hyphessobrycon socolofi,Tetra,especially colorful,98,7,100
L236 Lined Loricariidae - Hypancistrus sp. 5cm,Catfish,especially colorful,98,7,177
Slanting - Nannostomus unifasciata,Tetra,interesting behaviour,98,5,109
Chameleon cichlid - Pseudotropheus crabro,Cichlids,forms territories (when spawning),98,5,332
"Zebrafish ""Veil"" - Brachydanio rerio",Beardies,swarm behaviour,98,7,45
2x Nicaragua cichlid - Cichlasoma nicaraguense - DNZ pair,Cichlids,especially colorful,98,9,317
Female Guppy Flame - Poecilia reticulata,Tooth carp,especially colorful,98,6,473
Scalar cobalt green mirror - Pterophyllum scalare,Cichlids,interesting body shape,98,8,302
Panda armored catfish - Corydoras panda - DNZ,Catfish,especially colorful,98,6,142
King Tetra - Inpaichthys kerri EU-NZ,Tetra,especially colorful,98,7,318
Tucano Tetra - Tucanoichthys tucano,Tetra,especially colorful,98,9,113
"2x Marble Gourami ""gold/orange"" - Trichogaster trichopterus - pair - DNZ",Labyrinth fish,forms territories (when spawning),98,5,391
L204 Striped loricariid - Panaqolus albivermis - 10 cm,Catfish,forms precincts,98,2,170
"Swordtail ""Black"" - Xiphophorus Helleri",Tooth carp,especially colorful,98,8,456
Lemon Tetra - Hyphessobrycon pulchripinnis - DNZ,Tetra,swarm behaviour,98,8,52
Germany Platy - Xiphophorus maculatus,Tooth carp,especially colorful,98,6,447
Black Scalar XL - Pterophyllum scalare,Cichlids,interesting body shape,98,9,347
2 x Guinea fowl perch - Altolamprologus calvus BLACK DNZ - pair,Cichlids,especially colorful,98,8,315
Platy blue mickey mouse - Xiphophorus maculatus,Tooth carp,especially colorful,98,8,460
Parrot Platy - Xiphophorus variatus,Tooth carp,especially colorful,98,6,452
Bumblebee Platy - Xiphophorus maculatus,Tooth carp,especially colorful,98,8,492
2x Bulgehead Mouthbrooder - Cyrtocara moorii - DNZ pair,Cichlids,forms territories (when spawning),98,3,258
Miniature Shark - Hexanematichthys (Arius) seemani,Catfish,especially colorful,98,9,193
Green Neon Dwarf Rasbora - Microdevario kubotai,Beardies,especially colorful,98,6,130
Tailstripe Rasbora - Boraras urophthalmoides,Beardies,swarm behaviour,98,7,61
Molly silver lyre - Poecilia sphenops,Tooth carp,especially colorful,98,9,500
"Guppy male ""Mosaic"" - Poecilia reticulata",Tooth carp,especially colorful,98,9,490
"Guppy male ""red tuxedo"" - Poecilia reticulata",Tooth carp,especially colorful,98,7,462
